,carat,depth,table,price,x,y,z,Fair,Good,Ideal,Premium,Very Good,D,E,F,G,H,I,J,I1,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
17139,0.00018127228165686846,0.008975901688493325,0.008625052111092935,0.9999212955911131,0.001004306915308618,0.0010101544082652912,0.0006183723801681884,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24608,0.00015930354655864553,0.004840971851733597,0.004485245485631767,0.9999777478397307,0.0006232944588653801,0.0006209745043038463,0.000389752366337657,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49625,0.0005485259249272125,0.1120821306601271,0.11153360473519988,0.9873466648689826,0.007807352331463991,0.007770783936468844,0.004772175546866749,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53123,0.00028261571401116443,0.024098718316357404,0.021769048241400506,0.9994666534692127,0.0022150961368442618,0.0021998196117625772,0.0013939829137037166,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12067,0.00023279669682386886,0.012066628785370537,0.011251840346486994,0.9998618128585167,0.0013191812820019235,0.0012997815572666012,0.000814788438883541,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43273,0.0005843528952452561,0.12329846089674903,0.11492273606490037,0.985608549980332,0.00837572483184867,0.008239375822958112,0.005259176057207306,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48761,0.00027753697750569086,0.028844021590770014,0.02973610473275259,0.999133119020487,0.0026812054434031916,0.0026663373910368153,0.0015561894810140523,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43570,0.00028602464695832427,0.04304322126177709,0.039066781047966244,0.9982957799935659,0.0033485812326828207,0.003327652599978553,0.0020579822159196505,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11806,0.0001984001703108387,0.012237951099371536,0.011393277106959055,0.9998582840417515,0.001265046630496833,0.001257189198009275,0.0007857432487557969,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12186,0.000194767136944396,0.010953240968754151,0.011763163716443719,0.9998689158977161,0.0012708073588748215,0.0012765925213583183,0.0007231453104371139,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31498,0.00044175138025515754,0.07951524844592836,0.07535758839646804,0.9939406055741044,0.005846709444553556,0.005794738693935301,0.003559996417350387,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30898,0.0005477053317102692,0.08415959975060233,0.0708009331235226,0.9938847970547323,0.006332007981235795,0.006398801314371193,0.004007599988123921,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43896,0.0006787159315426841,0.11906616627634516,0.10665536067099322,0.9870468833006463,0.00880391522629653,0.008881482761329981,0.005429727452341473,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9891,0.00019206957668346452,0.013402188239690636,0.012591227804804896,0.9998288519578126,0.0012954025894095886,0.001312475440670341,0.0008194968605161152,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20285,0.00014588600597447885,0.007007123121608826,0.00689225225076278,0.9999509307148333,0.0008006499697969429,0.0007960551349631011,0.0004870524923872365,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14591,0.00018680179401407463,0.010409954520966156,0.009509909513443798,0.9998990574135194,0.0011276035565940504,0.0011326981509762525,0.0006928648359794767,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5551,0.0002333458295362493,0.01566009789332162,0.015297115491820787,0.9997572429908637,0.0016178644181179952,0.00161008622380012,0.0009748670211736637,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53254,0.00029462938076560527,0.023683669453850576,0.021908338569750135,0.9994735147510148,0.00222482955475566,0.002198388456481824,0.001390046309253112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20069,0.000491660100732654,0.0984906201790252,0.08723001787192247,0.9912502030900281,0.0068673814070077145,0.006914961416756037,0.004282200877348922,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5274,0.00019221121573675053,0.01616680636470751,0.014481666939070246,0.9997616248663586,0.0015271576044837713,0.001535056695541446,0.0009399918358632868,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52707,0.0003131773711434006,0.02446698212057817,0.02309683112182579,0.9994272856613771,0.002333171415018334,0.0023135978293218717,0.00145236005867752,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51228,0.0002974095185417581,0.025109860779739864,0.02761659815030611,0.9992959823003074,0.00248549383352755,0.002443006759450156,0.0014573066408546148,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41010,0.00035349028206727343,0.0528552136043447,0.0496569681951646,0.9973475815469501,0.003980973890900485,0.0040062231967624325,0.0025080977156201785,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22898,0.0001746311100315002,0.005741797753915295,0.005302934231323044,0.9999688222065539,0.0007149818222232104,0.000721381915261014,0.00045074940966245865,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2808,0.0002695165424936785,0.019356188051818726,0.017151052704143174,0.9996613576129165,0.0018498635416611569,0.0018651769815755702,0.001173009497444078,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9226,0.00022374376445161425,0.013556239846186039,0.012503328013472561,0.9998275278141743,0.0014214309741631965,0.0014060760099361249,0.0008730393946249262,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34324,0.00045115982340463833,0.07091306967872905,0.07172284372073738,0.9948652516102281,0.005448622482656017,0.00541391788085566,0.003331641772834252,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4963,0.0002409631251910701,0.01689419244395169,0.015796471540303482,0.999729232737173,0.001635871883241598,0.0016465813554723122,0.0010361414383216014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14245,0.00015593476599978846,0.010932759705096278,0.01004912936443081,0.9998883717608656,0.0010551585832652352,0.001070752059865214,0.0006705194937990903,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4619,0.00023738076001150624,0.016425657187003076,0.016371086897345257,0.9997277065312171,0.0016698508635292165,0.0016834934359436708,0.0010095503586696243,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41139,0.0004165911185555023,0.05224052626685999,0.050824116463771274,0.9973191378218724,0.004174243007926132,0.004224233942152793,0.0026328558692707746,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25049,0.0005877437763889845,0.09280164890352387,0.0912549547551318,0.9914309491193134,0.007284929438926624,0.007253995555958783,0.004361677498465622,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16256,0.0003182850047508498,0.010409611024943253,0.008610608824177579,0.9999069497076215,0.0011931843656360361,0.0011885715394802268,0.0008072445772666482,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
46719,0.0002841201528006393,0.03537574451537371,0.03119750697418784,0.9988773215128357,0.0028412015280063923,0.0028244885778416495,0.0017994276344040488,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46127,0.00029209555834887454,0.035796024307460116,0.0315005013905649,0.998852262275367,0.0029095008557103582,0.002938137675156326,0.0018270290806527642,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48309,0.0006101875631530792,0.11741487957642584,0.10539603363553186,0.9873944203749827,0.008117343643157629,0.00806187204650735,0.005140367956259273,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
38579,0.00038518412397955194,0.05999242730981521,0.05488873766708615,0.9966639207970905,0.004535543059859224,0.004525913456759735,0.002821473708150218,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42889,0.0003745735503310095,0.04487538024553859,0.041129644742228494,0.9981283429408664,0.003804492138656135,0.0037898029798196253,0.002320887096168608,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30057,0.0005663355907878547,0.08688416746477087,0.07735315386370699,0.9931592433572378,0.006492139699275408,0.0065612050152251454,0.00410247976741446,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25560,0.00014589145663500456,0.004216957817973703,0.004237799454635847,0.9999817270496455,0.0005752291718751607,0.0005745344506530893,0.000348750053479868,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51015,0.00030490957780536363,0.027313026969607225,0.024049206136761078,0.9993304050043398,0.0024478656246346097,0.002426393119155359,0.0015503148956019194,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33933,0.0007006069233754421,0.13162917954326486,0.1273830769773531,0.9829727440085747,0.009362656157835452,0.009468808721983246,0.0058383910281286835,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24416,0.0001643579589523192,0.004962346068368099,0.0047410949697784385,0.9999759473757689,0.0006416281859100152,0.0006345165434553476,0.00040062252494627807,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2819,0.00030617305878295314,0.01993186612677025,0.016839518233062425,0.999655036926342,0.0019166433479812868,0.0019074581562177984,0.0012461243492466194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41175,0.00033253348617051046,0.0508776233840881,0.04655468806387146,0.9976004585115312,0.003982088496891863,0.003948835148274811,0.002427494449044726,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45741,0.00029375737415357164,0.03613215702088931,0.03348834065350716,0.9987750721221436,0.002984574921400288,0.0029963252163664306,0.0018389211622013583,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40462,0.00027994867001733726,0.05406508689709825,0.048991017253034015,0.9973171369367639,0.003858042608676429,0.0038405458168003447,0.0023795636951473667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50307,0.0005627076870782303,0.11363064906805553,0.1089111652409478,0.9874612315179268,0.007805300175601259,0.007841603897348242,0.004901002435842651,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
781,0.00020970157445885255,0.021634212431671622,0.019187694062985008,0.9995775049205305,0.001890809196370654,0.0019012942750935965,0.0011708337907285935,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44657,0.0006619841335921392,0.11764403745551734,0.10591746137474228,0.9873020506717048,0.00854905223953277,0.00860579373669781,0.005333700733513808,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4586,0.00024904158097322924,0.016858199327418593,0.016146651953209367,0.999724060763963,0.0016803464914017883,0.0017077136981021434,0.0010426905752835202,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35595,0.00034030043455780465,0.0665232462393644,0.0647668568997112,0.9956532069158994,0.004808115817300594,0.00478616095055493,0.002909019843800588,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53496,0.0002719456954969891,0.023469286049740155,0.021234115949764903,0.999493563038934,0.002142038012476284,0.002112235744476614,0.0013411020599851519,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28994,0.0004919606865864914,0.0898551724618268,0.0810288189671868,0.9926030323480384,0.006438897221499666,0.006467836085416518,0.0040080326524840615,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
598,0.0002465416715841821,0.021730887338205766,0.020427738502689377,0.9995503770798698,0.0020040315875914233,0.001982899444312779,0.0012291863340411367,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29630,0.0006893718333192044,0.13676247661010021,0.12230790591147174,0.9829108075067364,0.00965120566646886,0.009695681268618488,0.005959730688049896,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11313,0.00023065691682496323,0.012475530631750187,0.012034273921302432,0.9998475916282104,0.001341821542225221,0.0013358044052645698,0.0008323706128900848,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27550,0.00013642414665783898,0.003383318837114407,0.0031650402024618646,0.9999889950019598,0.0004709361542628602,0.0004692990645029661,0.0002914019772611441,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50055,0.00027240868096260794,0.02810349558597572,0.02497079575490573,0.9992858446645001,0.0024516781286634715,0.002460758418028892,0.0015209484687078944,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
342,0.00025308883242624604,0.022742348603935914,0.020674862367214466,0.9995226565115408,0.0020033228707542297,0.0020175813965247224,0.0012832673193443464,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48825,0.0003448664205875276,0.0286731795402773,0.030052645222627405,0.99912728707358,0.0028574646277252287,0.0028771712803302304,0.0016701388082738839,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
44508,0.00032456918823854284,0.037450290950601095,0.034953604887227686,0.9986744253493625,0.003239450167226995,0.0032706587430191623,0.00195365684458969,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33940,0.000572585867325523,0.13211888716437065,0.11875855026010845,0.9839994164408986,0.008800856849633039,0.008843270617583075,0.005492582949530016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6891,0.00024190279258392956,0.01490121202317006,0.014272264762451843,0.9997842417493809,0.0015336637049821133,0.0015530159283888277,0.0009506779748548431,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1932,0.00026254212582131034,0.02038753051130916,0.01912343879439174,0.9996048346085444,0.0019285501835022178,0.001892896314563521,0.0012025077614778534,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20081,0.00014139795409067883,0.007350356456449337,0.00631032191809641,0.9999523083916849,0.0007969702866929171,0.0007922959741609938,0.0005001514409157896,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30738,0.0005780041525119473,0.08522200760292432,0.07661915510042093,0.9933606248984398,0.006465581333912713,0.006505907205018198,0.004113238852759439,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11897,0.0001972762833460055,0.01226628771695955,0.011328737063433979,0.9998587073744576,0.0012403013853932029,0.0012539739990904508,0.0007832454417994872,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34131,0.0003729650518224247,0.07144611773973324,0.06410336828197925,0.995350482051096,0.005151579778297242,0.005186545251905594,0.0031702029404906103,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8448,0.0002288788288795344,0.013392810679980677,0.01359676211165551,0.9998152406104018,0.0014888454512262783,0.0014843131971890597,0.0008792572832203896,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30180,0.00045406628123361977,0.08393346410682062,0.07705367196691729,0.9934419850020408,0.006164293757353384,0.006205572510192803,0.003770126092667025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48783,0.00029169171655531704,0.029663564395455973,0.02768599343575891,0.999167727386942,0.0026993843599864937,0.0027191600695834644,0.001626552114350836,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45196,0.00030758554888876395,0.036005602487567075,0.03437720840521479,0.9987483705093982,0.003136166380826613,0.0031663218267960996,0.0018816998284959677,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34267,0.0006127588093143394,0.13142619979086867,0.11409991621715287,0.9846400177258007,0.008937826770343642,0.009001215612686504,0.005578218126171919,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
51699,0.0002914874913097956,0.025900745656384692,0.023318999304783646,0.9993856844907277,0.0023735410006654784,0.0023901974287403238,0.001482422098661246,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2416,0.0002263376228410293,0.01942731262718835,0.01728967952257863,0.9996578342145461,0.0018044138265382059,0.001816988138918263,0.0011191138018250893,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45132,0.0003262523465663699,0.03625026072959665,0.035646089717436706,0.9986946831003878,0.0031779395239613065,0.0032141897846909035,0.0019152221085470232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4612,0.0002456976400039627,0.017089635849164515,0.016379842666930846,0.999716397438346,0.0016625540306934809,0.0016871237946938771,0.0010483099306835741,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14659,0.0002569020810329134,0.011121155876293224,0.009633828038734252,0.9998899417044181,0.001213524303826525,0.0012016932869368514,0.0007943682768780875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
49952,0.0005485817218344729,0.11117922895845317,0.11154495010634283,0.9874470993020512,0.007863004679627444,0.0077715743926550325,0.004754374922565432,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24120,0.00012374541698561027,0.004705582303794916,0.004803276054046714,0.9999769452856914,0.000617098855757188,0.0006105859390737349,0.0003549539592481979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27315,0.00011213774144214419,0.003453842436418041,0.003308063372543253,0.9999883093103207,0.0004597647399127911,0.0004535971641334732,0.0002814657310197819,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25355,0.00043254776425151573,0.09237984393657371,0.08805436629405855,0.9917702308909753,0.006611801539273169,0.006673594077023386,0.003970170550451412,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20783,0.00016957785496430448,0.006938283477624484,0.006317606361415265,0.999955168292781,0.0008179637710042922,0.0008079886030652154,0.0005087335648929134,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39774,0.0003280910690404298,0.0555932089207395,0.05285911667873591,0.9970323042506395,0.004210502052685516,0.00418316113026548,0.0025609330666766885,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25245,0.00014648292284231797,0.004553237650911461,0.004185226366923371,0.9999804653935185,0.0005787157838400937,0.0005758294208284225,0.00036440333022350036,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13301,0.00019109508510360712,0.011320108850899393,0.01019173787219238,0.999882283389731,0.0011811496212594383,0.0011938892935996787,0.0007389009957339475,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4041,0.0002833660130469243,0.017597029410214,0.015868496730627762,0.999715294029549,0.0018163761436307848,0.0017965405227175,0.0011221294116658203,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
45867,0.0002968423972858403,0.0366105623319203,0.03259445930981776,0.9987873602794156,0.0029684239728584028,0.0029509626553710006,0.0018625405319895863,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9343,0.00022475549312884018,0.01348532958773041,0.012001506914646805,0.9998346305983938,0.0014096315394294247,0.0014205420002609218,0.000875018958686067,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18278,0.0002101158657899227,0.008027503590435508,0.00781200013834328,0.9999360177079398,0.0010169069145602027,0.0010222945008625086,0.0006074503555849689,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
45904,0.00031355447526099697,0.034955517427244474,0.0360006990114478,0.9987290693498421,0.0030832856733998028,0.0030484462872596924,0.001846487465425871,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46987,0.0002530437319261144,0.03443595134472774,0.02915503867844361,0.9989726460387471,0.00271196869216466,0.002733972494940844,0.001705294715154249,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18397,0.00013774729256087572,0.007957246512011752,0.007622908423271763,0.9999383558035609,0.0008826525542735725,0.0008853272589834925,0.0005255794754992636,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39936,0.0004804431430637633,0.12591614041129465,0.11810893933650848,0.9849084432807148,0.007907293396257772,0.00794733032484642,0.004984597609286545,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19799,0.00018289499728011812,0.0074592469478950135,0.007172352834514437,0.999945524345221,0.0008774178300889327,0.0008738316536716754,0.000546294207562183,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53894,0.00025797004081020667,0.021981954181714794,0.020492268030557263,0.9995430736181389,0.0020928273733335076,0.002107360896759435,0.0012716832997686244,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
49920,0.0003202563922979747,0.028365566174963476,0.027908057043109228,0.9991999439696811,0.0025940767776135953,0.002571201321020883,0.0016012819614898736,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46463,0.0003207723670418665,0.033990615735664455,0.032077236704186655,0.9988964061391458,0.003027640938044284,0.0030107581818841858,0.0018233376652906099,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1776,0.0002361310810752082,0.01898887443646466,0.019677590089600683,0.9996215765517148,0.001957920213915268,0.0019382426238256675,0.0011281818318037726,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45184,0.0003075817801475771,0.037452604994440274,0.033170584133562234,0.9987361331850739,0.003099941862663816,0.0031180349085548503,0.0019299248950436212,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43969,0.0005144644384981133,0.11775519370067927,0.10860915923849059,0.9870095523778619,0.007888454723637738,0.007964671677489309,0.004896939284963523,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39869,0.00027144671328027887,0.0553751295091769,0.05157487552325299,0.9971142601162245,0.003917880895012026,0.003945025566340053,0.002406827524418473,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23665,0.00014087740019319203,0.005259422940545837,0.004952054067397054,0.9999734006440396,0.0006480360408886834,0.0006446208311870303,0.0003978719302425909,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21795,0.00010131344029357651,0.006190251201937525,0.005774866096733861,0.9999636556976002,0.0006443534802671467,0.0006595504963111831,0.0003981618203537557,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
63,0.000537309287423881,0.11122302249674336,0.10029773365245778,0.988649088859941,0.007701433119742294,0.007755164048484683,0.004799962967653337,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32296,0.0005415802039930638,0.13539505099826596,0.11914764487847404,0.9835096504514039,0.008665283263889021,0.008708609680208465,0.005437465248090361,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30504,0.00042062894799602373,0.08371872932695054,0.08005518687666259,0.9932270643002884,0.0059023739476861395,0.005848099244718911,0.0036228364230625272,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5775,0.00030256490400906776,0.01461542332925158,0.016923121749659722,0.9997462379079283,0.0017846201117822983,0.001771799565002253,0.0010205155236916016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10541,0.0002100324385074145,0.013038647420212763,0.012269221655383621,0.9998375884590585,0.0013329781493391357,0.0013205009747743388,0.0008318116376531268,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48742,0.0002826283010124003,0.028907420963198142,0.03024618659957267,0.9991158360350645,0.0026874480552407194,0.0027023232289782144,0.0015718100249286127,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4267,0.00022333955610885926,0.017364650487463808,0.015633768927620147,0.9997236880322812,0.0016527127152055584,0.0016610879485596407,0.0010301537025521133,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19885,0.00014224038612138564,0.007384646712801938,0.006637884685664663,0.9999499144333411,0.0008048435181368405,0.0008083995277898751,0.000502582697628896,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32161,0.0004295456524371907,0.07731821743869433,0.07327543482752076,0.9942718484354972,0.005621994568663231,0.005685163046962817,0.0034616326108173603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35286,0.0006241326112919043,0.13190002518635577,0.11858519614546181,0.984049083803569,0.00886268308034504,0.008779465398839453,0.005596389081250742,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14334,0.00015846766421662726,0.010541544619627813,0.009645857821881657,0.9998965117146968,0.001076546631906435,0.0010851590049616865,0.0006614302506433137,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27686,0.00011647040750750952,0.0032697196969998085,0.0032056075460782435,0.9999892739991081,0.0004477165206022614,0.0004434423772074904,0.00027247664141665065,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
46884,0.0003854707128659976,0.033921422732207794,0.031388329476231235,0.9989198187698852,0.003127819498684095,0.0031112993252755522,0.001921846839860474,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15199,0.00019817910674149324,0.010121875038532464,0.009335709986995962,0.9999036749229886,0.0011251987300116186,0.0011170095107247801,0.0006928079516665425,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18335,0.0002010849961904787,0.00831151317587312,0.008445569840000104,0.999928657723187,0.0009705702482793771,0.0009638674150730279,0.0005992332886476264,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
37208,0.0003478056276029053,0.06270730874134733,0.057285632781654994,0.9963608273094994,0.004623768931662152,0.004654457663509468,0.0028438224845178726,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
41622,0.0006656969039021871,0.12158758156566415,0.10611991821028981,0.9867977634314772,0.008771535674946464,0.00883027363705548,0.005462630476138534,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46068,0.0003221703332761367,0.035323675827062126,0.03566885832700085,0.9987280331560237,0.003072124249454589,0.0030376059994607174,0.001875491583000367,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47477,0.00038111418154237835,0.03172372975937262,0.03274361278040152,0.9989485800709381,0.0031240627275727355,0.003140166143694244,0.0018518928539735286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8459,0.00023103728452862,0.014541758496801376,0.013363921359988803,0.9998025234405182,0.0014179347070089813,0.001404344278507298,0.0009060285667789019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27130,0.00023832556880616572,0.003739345486353399,0.0035200628806721815,0.999986387855217,0.0005770594886347839,0.0005684035963052621,0.000371049251192166,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
38131,0.0002950941640947804,0.060887762524889685,0.05803518560530681,0.9964346274267084,0.004239519490828345,0.004210010074418867,0.002616501588307053,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21913,0.00010220073432686599,0.00609196534026809,0.005811414304861007,0.999964047629532,0.0006572909972394518,0.0006472713174034846,0.00039677932150430326,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
